year,month,marketplace_name,province,city,total_customers,total_orders,total_revenue
2024,7,shopee,sumatera utara,kota pematang siantar,1,1,109342.00
2024,12,shopee,bengkulu,kabupaten bengkulu utara,1,1,109316.00
2024,12,shopee,kalimantan barat,kabupaten melawi,1,1,109316.00
2024,12,shopee,bali,kabupaten karangasem,1,1,109316.00
2024,12,shopee,bali,kabupaten klungkung,1,1,109316.00
2024,12,shopee,jawa tengah,kabupaten kendal,1,1,109316.00
2024,12,shopee,kalimantan selatan,kabupaten tanah bumbu,1,1,109316.00
2024,8,tiktok,kalimantan tengah,kabupaten barito timur,1,1,109290.00
2024,12,tiktok,sulawesi selatan,kabupaten bulukumba,1,1,109234.00
2024,11,tiktok,sulawesi selatan,kota parepare,1,1,109181.00
2024,11,tiktok,jambi,kabupaten bungo,1,1,109181.00
2024,12,tiktok,nusa tenggara timur (ntt),kota kupang,1,1,109181.00
2024,12,shopee,jawa barat,kota banjar,1,1,109171.00
2024,9,shopee,kalimantan barat,kabupaten kubu raya,1,1,109107.00
2024,10,shopee,bali,kabupaten badung,1,1,109100.00
2024,7,shopee,bali,kabupaten jembrana,2,2,109100.00
2024,11,tiktok,jawa timur,kota blitar,1,1,109080.00
2024,5,shopee,jawa tengah,kabupaten kebumen,1,1,109050.00
2024,10,shopee,sumatera utara,kabupaten deli serdang,1,1,109042.00
2024,7,tiktok,nanggroe aceh darussalam (nad),kota langsa,1,1,109000.00
2024,8,tiktok,nanggroe aceh darussalam (nad),kabupaten aceh utara,1,1,109000.00
2024,4,shopee,bangka belitung,kabupaten bangka tengah,1,1,109000.00
2024,7,shopee,bengkulu,kabupaten muko muko,1,1,109000.00
2024,12,tiktok,sulawesi tengah,kabupaten morowali,1,1,108997.00
2024,12,shopee,kalimantan selatan,kota banjarmasin,1,1,108983.00
2024,12,shopee,jawa timur,kabupaten madiun,2,3,108970.00
2024,11,shopee,sumatera utara,kabupaten simalungun,1,1,108956.00
2024,8,shopee,jawa barat,kota cimahi,1,1,108887.00
2024,10,tiktok,kalimantan timur,kota bontang,1,1,108873.00
2024,12,shopee,kepulauan riau,kabupaten karimun,1,1,108836.00
2024,6,shopee,sumatera utara,kabupaten labuhan batu utara,1,1,108692.00
2024,7,shopee,sulawesi selatan,kabupaten takalar,1,1,108692.00
2024,7,shopee,kalimantan barat,kabupaten melawi,1,1,108692.00
2024,7,shopee,jawa barat,kabupaten tasikmalaya,1,1,108692.00
2024,7,shopee,bangka belitung,kabupaten bangka selatan,1,1,108692.00
2024,6,shopee,sulawesi selatan,kabupaten wajo,2,2,108692.00
2024,6,shopee,lampung,kabupaten pesawaran,1,1,108692.00
2024,6,shopee,kalimantan barat,kabupaten kapuas hulu,1,1,108692.00
2024,6,shopee,jawa timur,kabupaten sumenep,1,1,108692.00
2024,6,shopee,bengkulu,kota bengkulu,1,1,108692.00
2024,6,shopee,bengkulu,kabupaten muko muko,1,1,108692.00
2024,6,shopee,banten,kota cilegon,2,2,108692.00
2024,5,shopee,sumatera selatan,kabupaten penukal abab lematang ilir,1,1,108692.00
2024,5,shopee,sulawesi tengah,kota palu,1,2,108692.00
2024,5,shopee,sulawesi selatan,kabupaten maros,1,1,108692.00
2024,5,shopee,kalimantan timur,kabupaten kutai kartanegara,1,1,108692.00
2024,5,shopee,jambi,kabupaten tebo,1,1,108692.00
2024,5,tiktok,jawa timur,kabupaten lumajang,1,1,108600.00
2024,10,tiktok,sulawesi tengah,kabupaten parigi moutong,1,1,108600.00
2024,9,tiktok,nusa tenggara timur (ntt),kota kupang,1,1,108560.00
2024,12,tiktok,sulawesi selatan,kabupaten soppeng,1,1,108554.00
2024,7,tiktok,sumatera barat,kabupaten padang pariaman,1,1,108523.00
2024,6,shopee,sumatera selatan,kabupaten lahat,1,1,108507.00
2024,7,tiktok,banten,kabupaten lebak,1,1,108460.00
2024,4,tiktok,sumatera selatan,kota palembang,1,1,108455.00
2024,12,shopee,kalimantan selatan,kabupaten kota baru,1,1,108432.00
2024,12,shopee,lampung,kabupaten tulang bawang,1,1,108432.00
2024,5,tiktok,banten,kota serang,1,1,108430.00
2024,11,tiktok,kalimantan tengah,kabupaten kota waringin timur,1,1,108420.00
2024,9,tiktok,sumatera barat,kabupaten lima puluh koto/kota,1,1,108380.00
2024,9,tiktok,lampung,kabupaten lampung selatan,1,1,108380.00
2024,9,tiktok,kalimantan timur,kota bontang,1,1,108380.00
2024,12,shopee,jambi,kabupaten merangin,1,1,108264.00
2024,5,tiktok,sumatera utara,kabupaten karo,1,1,108240.00
2024,10,tiktok,kalimantan timur,kabupaten kutai timur,1,1,108170.00
2024,7,tiktok,sulawesi tenggara,kabupaten bombana,1,1,108168.00
2024,4,shopee,jawa tengah,kabupaten batang,1,1,108114.00
2024,10,tiktok,sulawesi selatan,kabupaten barru,1,1,108100.00
2024,9,tiktok,kalimantan barat,kabupaten pontianak,1,1,108100.00
2024,11,tiktok,nanggroe aceh darussalam (nad),kabupaten aceh besar,1,1,108100.00
2024,10,tiktok,sumatera selatan,kota prabumulih,1,1,108100.00
2024,10,tiktok,sumatera selatan,kabupaten musi rawas utara,1,1,108100.00
2024,10,tiktok,bengkulu,kabupaten muko muko,1,1,108100.00
2024,10,tiktok,bangka belitung,kabupaten belitung timur,1,1,108100.00
2024,10,tiktok,sulawesi utara,kabupaten minahasa utara,1,1,108100.00
2024,8,tiktok,sumatera utara,kabupaten tapanuli tengah,1,1,108100.00
2024,10,shopee,kalimantan selatan,kabupaten tanah bumbu,1,1,108089.00
2024,8,shopee,riau,kota dumai,1,1,108051.00
2024,9,shopee,riau,kota pekanbaru,2,2,108047.00
2024,8,tiktok,jawa timur,kabupaten bojonegoro,1,1,108036.00
2024,11,shopee,jawa timur,kota blitar,1,1,107973.00
2024,10,shopee,sumatera utara,kabupaten humbang hasundutan,1,1,107929.00
2024,11,tiktok,kalimantan selatan,kabupaten tanah laut,1,1,107721.00
2024,12,tiktok,jawa timur,kota probolinggo,1,1,107710.00
2024,6,shopee,jawa barat,kabupaten pangandaran,1,1,107692.00
2024,6,tiktok,lampung,kabupaten lampung timur,1,1,107600.00
2024,5,tiktok,jawa tengah,kabupaten temanggung,1,1,107600.00
2024,9,tiktok,kalimantan selatan,kabupaten hulu sungai selatan,1,1,107477.00
2024,12,shopee,sumatera barat,kabupaten pasaman,1,1,107344.00
2024,10,tiktok,lampung,kabupaten tulang bawang,1,1,107200.00
2024,10,tiktok,nusa tenggara timur (ntt),kabupaten alor,1,1,107200.00
2024,10,tiktok,sulawesi barat,kabupaten mamasa,1,1,107200.00
2024,10,tiktok,jawa timur,kota blitar,1,1,107200.00
2024,6,tiktok,jawa tengah,kabupaten klaten,1,1,107140.00
2024,10,shopee,jambi,kabupaten tebo,1,1,107100.00
2024,9,shopee,sulawesi barat,kabupaten polewali mandar,1,1,107009.00
2024,7,tiktok,sulawesi selatan,kabupaten bantaeng,1,1,107000.00
2024,8,shopee,kalimantan tengah,kabupaten seruyan,2,2,106965.00
2024,11,tiktok,kalimantan barat,kabupaten sambas,1,1,106734.00
2024,9,tiktok,jambi,kabupaten batang hari,1,1,106730.00
2024,9,tiktok,lampung,kabupaten tanggamus,1,1,106730.00
2024,9,tiktok,kepulauan riau,kota tanjung pinang,1,1,106730.00
2024,11,tiktok,kalimantan barat,kabupaten sekadau,1,1,106720.00
2024,9,tiktok,jawa tengah,kabupaten sragen,1,1,106720.00
2024,6,tiktok,bali,kabupaten klungkung,1,1,106600.00
2024,6,tiktok,jawa timur,kabupaten jombang,1,1,106500.00
2024,12,tiktok,kalimantan tengah,kota palangka raya,1,1,106220.00
2024,8,shopee,sumatera selatan,kabupaten ogan komering ulu,1,1,106217.00
2024,12,shopee,bengkulu,kabupaten rejang lebong,1,1,106196.00
2024,12,shopee,sumatera utara,kabupaten serdang bedagai,1,1,106196.00
2024,11,shopee,kalimantan barat,kabupaten kubu raya,2,2,106150.00
2024,12,shopee,jawa barat,kota cimahi,1,1,106150.00
2024,12,shopee,kalimantan tengah,kabupaten barito utara,1,1,106150.00
2024,12,shopee,jawa timur,kabupaten tuban,2,2,106150.00
2024,11,shopee,kalimantan timur,kabupaten kutai kartanegara,1,1,106144.00
2024,7,shopee,sumatera selatan,kabupaten ogan komering ulu,1,1,106144.00
2024,6,tiktok,jawa tengah,kabupaten karanganyar,1,1,106109.00
2024,8,tiktok,bangka belitung,kota pangkal pinang,1,1,106101.00
2024,4,shopee,jawa timur,kabupaten kediri,1,2,106040.00
2024,12,shopee,lampung,kabupaten tanggamus,1,1,105936.00
2024,10,shopee,riau,kabupaten pelalawan,1,1,105926.00
2024,8,shopee,bali,kabupaten tabanan,1,2,105887.00
2024,11,tiktok,kalimantan tengah,kabupaten kota waringin barat,1,1,105840.00
2024,12,tiktok,jawa timur,kabupaten jember,1,1,105767.00
2024,6,shopee,sulawesi selatan,kabupaten barru,1,1,105586.00
2024,6,shopee,sumatera utara,kabupaten serdang bedagai,1,1,105586.00
2024,5,shopee,jawa tengah,kota tegal,1,1,105586.00
2024,12,shopee,sulawesi tengah,kabupaten morowali,1,1,105560.00
2024,6,shopee,sulawesi tenggara,kota kendari,1,2,105550.00
2024,4,shopee,jawa tengah,kabupaten brebes,1,1,105550.00
2024,8,tiktok,riau,kabupaten rokan hilir,1,1,105550.00
2024,6,shopee,bali,kabupaten gianyar,1,1,105550.00
2024,4,tiktok,banten,kabupaten serang,1,1,105500.00
2024,4,tiktok,jawa tengah,kota semarang,1,1,105500.00
2024,4,tiktok,kalimantan tengah,kabupaten kota waringin barat,1,1,105500.00
2024,5,shopee,kalimantan tengah,kabupaten kapuas,1,1,105395.00
2024,12,shopee,sulawesi selatan,kabupaten bantaeng,1,1,105300.00
2024,11,shopee,kalimantan barat,kota pontianak,1,1,105280.00
2024,11,tiktok,riau,kabupaten rokan hulu,1,1,105257.00
2024,11,tiktok,sulawesi selatan,kabupaten sinjai,1,1,105257.00
2024,8,tiktok,sumatera selatan,kota prabumulih,1,1,105134.00
2024,8,tiktok,kalimantan barat,kota pontianak,1,1,104960.00
2024,10,shopee,jawa barat,kota cimahi,1,1,104887.00
2024,8,shopee,kalimantan selatan,kota banjarbaru,1,1,104887.00
2024,9,shopee,jawa tengah,kabupaten banjarnegara,1,1,104882.00
2024,4,tiktok,kalimantan tengah,kabupaten sukamara,1,1,104827.00
2024,12,shopee,kalimantan selatan,kabupaten tabalong,1,1,104800.00
2024,11,tiktok,riau,kabupaten indragiri hulu,1,1,104773.00
2024,5,tiktok,jawa barat,kota tasikmalaya,1,1,104745.00
2024,8,shopee,jawa timur,kabupaten probolinggo,1,1,104610.00
2024,5,shopee,jawa timur,kabupaten ngawi,1,1,104550.00
2024,6,tiktok,sulawesi tenggara,kota kendari,1,1,104550.00
2024,7,tiktok,kalimantan barat,kota singkawang,1,1,104550.00
2024,7,tiktok,sulawesi utara,kota tomohon,1,1,104550.00
2024,4,shopee,sumatera utara,kabupaten deli serdang,1,1,104550.00
2024,8,shopee,riau,kabupaten pelalawan,1,1,104545.00
2024,11,shopee,sulawesi utara,kota manado,1,1,104521.00
2024,6,shopee,sulawesi utara,kota bitung,3,3,104480.00
2024,7,tiktok,nusa tenggara barat (ntb),kabupaten dompu,1,1,104400.00
2024,12,tiktok,jawa tengah,kota salatiga,1,1,104381.00
2024,4,tiktok,di yogyakarta,kota yogyakarta,1,1,104300.00
2024,10,tiktok,,,1,1,104285.00
2024,10,tiktok,kalimantan tengah,kabupaten barito timur,1,1,104245.00
2024,12,tiktok,kalimantan selatan,kabupaten barito kuala,1,1,104182.00
2024,9,shopee,sulawesi selatan,kabupaten luwu timur,1,1,104178.00
2024,10,shopee,jawa barat,kabupaten sumedang,1,1,104178.00
2024,11,shopee,sumatera barat,kabupaten lima puluh koto/kota,1,1,104178.00
2024,12,tiktok,kalimantan selatan,kabupaten kota baru,1,1,104150.00
2024,8,shopee,sumatera selatan,kabupaten musi rawas utara,1,1,104122.00
2024,10,shopee,sumatera selatan,kabupaten ogan komering ilir,1,2,104122.00
2024,12,tiktok,kalimantan tengah,kabupaten sukamara,1,1,103995.00
2024,11,shopee,riau,kota dumai,1,1,103887.00
2024,10,tiktok,kalimantan selatan,kabupaten hulu sungai selatan,1,1,103854.00
2024,10,tiktok,sulawesi selatan,kabupaten sinjai,1,1,103816.00
2024,7,shopee,sumatera utara,kabupaten mandailing natal,2,2,103804.00
2024,6,shopee,sumatera utara,kota pematang siantar,1,1,103764.00
2024,12,tiktok,gorontalo,kabupaten gorontalo,1,1,103676.00
2024,12,tiktok,lampung,kabupaten pringsewu,1,1,103649.00
2024,6,shopee,kalimantan barat,kabupaten sintang,1,1,103550.00
2024,3,tiktok,sulawesi selatan,kota makassar,1,1,103520.00
2024,7,tiktok,nanggroe aceh darussalam (nad),kota sabang,1,1,103460.00
2024,7,tiktok,bangka belitung,kabupaten bangka,1,1,103460.00
2024,8,tiktok,riau,kabupaten kuantan singingi,1,1,103460.00
2024,8,tiktok,jawa timur,kabupaten ponorogo,1,1,103460.00
2024,7,tiktok,jambi,kabupaten bungo,1,1,103460.00
2024,11,tiktok,sulawesi selatan,kabupaten sidenreng rappang/rapang,1,1,103450.00
2024,6,shopee,kalimantan utara,kota tarakan,1,1,103307.00
2024,7,shopee,kalimantan barat,kabupaten pontianak,1,1,103307.00
2024,12,shopee,jawa tengah,kabupaten sragen,1,1,103162.00
2024,12,tiktok,kepulauan riau,kota tanjung pinang,1,1,103150.00
2024,11,shopee,bengkulu,kabupaten kepahiang,1,1,103119.00
2024,9,shopee,jawa tengah,kabupaten blora,1,1,103100.00
2024,10,shopee,kalimantan selatan,kabupaten tanah laut,1,1,103083.00
2024,10,shopee,sulawesi selatan,kabupaten bone,1,2,103040.00
2024,6,shopee,riau,kota pekanbaru,1,1,103024.00
2024,7,shopee,riau,kota dumai,1,1,103024.00
2024,6,shopee,sulawesi selatan,kabupaten bone,1,1,103024.00
2024,7,tiktok,kalimantan barat,kabupaten sekadau,1,1,102827.00
2024,10,tiktok,jawa tengah,kabupaten rembang,1,1,102822.00
2024,12,shopee,kalimantan tengah,kabupaten seruyan,1,1,102759.00
2024,10,tiktok,sumatera selatan,kabupaten ogan komering ilir,1,1,102746.00
2024,10,tiktok,lampung,kabupaten way kanan,1,1,102745.00
2024,6,tiktok,di yogyakarta,kota yogyakarta,1,1,102695.00
2024,12,shopee,jawa timur,kabupaten bangkalan,1,1,102650.00
2024,11,shopee,sumatera selatan,kabupaten banyuasin,1,1,102639.00
2024,11,shopee,kalimantan selatan,kabupaten banjar,1,2,102615.00
2024,5,tiktok,nusa tenggara barat (ntb),kabupaten lombok barat,1,1,102500.00
2024,5,tiktok,bali,kabupaten karangasem,1,1,102376.00
2024,7,tiktok,riau,kabupaten rokan hulu,1,1,102370.00
2024,11,shopee,jawa tengah,kabupaten blora,1,1,102368.00
2024,9,shopee,kalimantan selatan,kabupaten tabalong,2,2,102147.00
2024,10,shopee,kalimantan barat,kabupaten ketapang,2,2,102140.00
2024,9,shopee,bengkulu,kabupaten bengkulu tengah,1,1,102120.00
2024,11,shopee,sulawesi tengah,kabupaten morowali,1,1,102119.00
2024,10,shopee,sumatera utara,kabupaten mandailing natal,2,3,102119.00
2024,12,shopee,banten,kota cilegon,2,2,102105.00
2024,4,shopee,jawa timur,kabupaten gresik,1,1,102000.00
2024,12,tiktok,lampung,kabupaten lampung tengah,1,1,101997.00
2024,8,tiktok,sumatera utara,kabupaten simalungun,1,1,101961.00
2024,11,tiktok,jawa timur,kota batu,1,1,101961.00
2024,11,shopee,kalimantan barat,kabupaten sambas,1,1,101939.00
2024,5,shopee,sumatera utara,kabupaten karo,1,1,101927.00
2024,7,shopee,bangka belitung,kota pangkal pinang,1,1,101880.00
2024,6,shopee,bengkulu,kabupaten kepahiang,1,1,101880.00
2024,5,shopee,jawa tengah,kabupaten kendal,1,1,101880.00
2024,6,shopee,bengkulu,kabupaten seluma,1,2,101880.00
2024,12,tiktok,jawa tengah,kabupaten rembang,1,1,101736.00
2024,3,tiktok,riau,kota pekanbaru,1,1,101714.00
2024,9,shopee,kepulauan riau,kabupaten karimun,1,1,101707.00
2024,5,tiktok,sulawesi tengah,kabupaten banggai,1,1,101650.00
2024,5,tiktok,riau,kabupaten kampar,1,1,101650.00
2024,6,tiktok,kalimantan barat,kota singkawang,1,1,101650.00
2024,7,shopee,jawa timur,kota probolinggo,1,2,101600.00
2024,12,tiktok,sulawesi barat,kabupaten mamasa,1,1,101404.00
2024,6,shopee,kalimantan timur,kabupaten berau,1,1,101372.00
2024,8,tiktok,kalimantan barat,kabupaten landak,1,1,101280.00
2024,7,tiktok,sumatera utara,kota pematang siantar,1,1,101280.00
2024,7,tiktok,sulawesi utara,kabupaten minahasa selatan,1,1,101280.00
2024,8,tiktok,sulawesi selatan,kabupaten luwu timur,1,1,101258.00
2024,7,shopee,dki jakarta,kabupaten kepulauan seribu,1,1,101175.00
2024,11,shopee,nanggroe aceh darussalam (nad),kabupaten aceh singkil,1,1,101173.00
2024,12,tiktok,riau,kabupaten siak,1,1,101090.00
2024,10,shopee,kalimantan selatan,kabupaten banjar,1,1,101058.00
2024,11,shopee,sulawesi selatan,kabupaten bone,1,1,101058.00
2024,10,tiktok,nusa tenggara timur (ntt),kabupaten manggarai,1,1,101000.00
2024,6,shopee,jawa timur,kabupaten bondowoso,1,1,100996.00
2024,8,shopee,riau,kabupaten indragiri hulu,1,1,100937.00
2024,9,shopee,lampung,kabupaten mesuji,1,1,100718.00
2024,5,tiktok,jawa barat,kota depok,1,1,100680.00
2024,12,tiktok,kalimantan barat,kabupaten sambas,1,1,100627.00
2024,12,shopee,sumatera selatan,kabupaten musi banyuasin,1,1,100622.00
2024,10,shopee,kalimantan tengah,kabupaten barito utara,1,1,100600.00
2024,11,tiktok,sulawesi selatan,kabupaten bulukumba,1,1,100532.00
2024,4,shopee,kalimantan timur,kota balikpapan,1,1,100528.00
2024,12,shopee,jambi,kabupaten muaro jambi,1,1,100476.00
2024,11,shopee,sumatera utara,kabupaten batu bara,1,1,100476.00
2024,5,shopee,jawa tengah,kabupaten purbalingga,1,1,100356.00
2024,8,tiktok,nusa tenggara barat (ntb),kabupaten sumbawa barat,1,1,100286.00
2024,4,tiktok,jawa tengah,kota surakarta (solo),1,1,100280.00
2024,11,tiktok,jawa timur,kabupaten tuban,1,1,100257.00
2024,11,tiktok,sulawesi utara,kota bitung,1,1,100250.00
2024,4,tiktok,banten,kabupaten tangerang,1,1,100180.00
2024,9,tiktok,jawa timur,kabupaten nganjuk,1,1,100174.00
2024,5,tiktok,jawa tengah,kabupaten brebes,1,1,100172.00
2024,11,shopee,bali,kabupaten bangli,1,1,100157.00
2024,6,tiktok,kalimantan timur,kabupaten kutai timur,1,1,100150.00
2024,9,shopee,jambi,kabupaten tanjung jabung timur,1,1,100144.00
2024,11,tiktok,bengkulu,kota bengkulu,1,1,100100.00
2024,7,shopee,sumatera barat,kabupaten tanah datar,1,1,100100.00
2024,7,shopee,jawa tengah,kabupaten kendal,2,2,100100.00
2024,11,shopee,bali,kabupaten klungkung,1,1,100096.00
2024,11,tiktok,jawa barat,kota banjar,1,1,100091.00
2024,6,shopee,jambi,kabupaten bungo,1,1,100077.00
2024,7,tiktok,bangka belitung,kabupaten bangka selatan,1,1,100042.00
2024,8,tiktok,sumatera utara,kabupaten labuhan batu utara,1,1,100013.00
2024,4,tiktok,jawa tengah,kabupaten brebes,1,1,99983.00
2024,10,shopee,lampung,kabupaten tulang bawang barat,1,1,99963.00
2024,11,tiktok,sulawesi selatan,kabupaten gowa,1,1,99900.00
2024,9,tiktok,jawa barat,kabupaten majalengka,1,1,99790.00
2024,7,shopee,di yogyakarta,kabupaten gunung kidul,1,1,99720.00
2024,4,tiktok,jawa tengah,kabupaten banjarnegara,1,1,99680.00
2024,11,tiktok,jawa tengah,kota pekalongan,1,1,99548.00
2024,12,shopee,sulawesi utara,kota kotamobagu,1,1,99547.00
2024,10,tiktok,nusa tenggara barat (ntb),kabupaten dompu,1,1,99532.00
2024,9,tiktok,kalimantan tengah,kabupaten katingan,1,1,99532.00
2024,9,tiktok,jawa barat,kabupaten ciamis,1,1,99532.00
2024,10,tiktok,kepulauan riau,kabupaten karimun,1,1,99532.00
2024,10,tiktok,sulawesi barat,kabupaten mamuju utara,1,1,99532.00
2024,10,tiktok,jawa tengah,kabupaten wonosobo,1,1,99532.00
2024,5,shopee,kalimantan barat,kabupaten pontianak,1,1,99372.00
2024,5,shopee,jawa barat,kabupaten subang,2,2,99372.00
2024,4,tiktok,jawa barat,kota bekasi,2,2,99296.00
2024,9,shopee,lampung,kabupaten tanggamus,1,3,99248.00
2024,10,shopee,kalimantan tengah,kabupaten kota waringin barat,1,1,99230.00
2024,9,shopee,sumatera barat,kota padang,1,1,99210.00
2024,5,shopee,sumatera utara,kabupaten deli serdang,2,2,99150.00
2024,10,tiktok,sulawesi selatan,kabupaten jeneponto,1,1,99100.00
2024,7,tiktok,kalimantan utara,kabupaten nunukan,1,1,99100.00
2024,10,tiktok,jawa barat,kabupaten ciamis,1,1,99100.00
2024,8,shopee,nusa tenggara barat (ntb),kabupaten sumbawa barat,1,1,99043.00
2024,9,shopee,jawa tengah,kabupaten batang,2,2,98861.00
2024,11,tiktok,sumatera selatan,kabupaten musi rawas,1,1,98754.00
2024,5,tiktok,jawa tengah,kota semarang,1,1,98740.00
2024,7,tiktok,sulawesi selatan,kabupaten luwu timur,1,1,98740.00
2024,10,tiktok,sumatera selatan,kabupaten banyuasin,1,1,98704.00
2024,9,tiktok,sulawesi selatan,kota parepare,1,1,98704.00
2024,10,tiktok,kalimantan tengah,kabupaten kota waringin barat,1,1,98700.00
2024,11,shopee,sumatera barat,kota bukittinggi,1,1,98562.00
2024,3,tiktok,nusa tenggara barat (ntb),kabupaten lombok barat,1,1,98500.00
2024,4,shopee,jawa tengah,kabupaten wonosobo,1,1,98500.00
2024,5,tiktok,jawa tengah,kabupaten karanganyar,1,1,98327.00
2024,8,tiktok,bali,kabupaten karangasem,1,1,98272.00
2024,9,tiktok,jawa tengah,kabupaten pati,1,1,98272.00
2024,8,tiktok,sulawesi selatan,kabupaten jeneponto,1,1,98272.00
2024,9,shopee,di yogyakarta,kota yogyakarta,1,1,98172.00
2024,7,tiktok,nanggroe aceh darussalam (nad),kota banda aceh,1,1,98000.00
2024,7,tiktok,jawa barat,kabupaten indramayu,1,1,98000.00
2024,7,tiktok,nusa tenggara barat (ntb),kabupaten bima,1,1,98000.00
2024,4,tiktok,sulawesi barat,kabupaten mamuju utara,1,1,97983.00
2024,5,shopee,bengkulu,kabupaten bengkulu selatan,1,1,97923.00
2024,5,shopee,sumatera utara,kabupaten langkat,1,1,97923.00
2024,6,shopee,sulawesi selatan,kabupaten takalar,1,1,97923.00
2024,3,tiktok,,,1,1,97910.00
2024,5,shopee,jawa timur,kabupaten magetan,1,1,97876.00
2024,7,shopee,kalimantan selatan,kota banjarmasin,2,2,97850.00
2024,11,tiktok,sulawesi selatan,kabupaten wajo,1,1,97776.00
2024,9,shopee,jambi,kabupaten tebo,1,1,97717.00
2024,8,tiktok,kalimantan selatan,kabupaten hulu sungai utara,1,1,97683.00
2024,9,shopee,kalimantan tengah,kabupaten sukamara,1,1,97519.00
2024,8,shopee,jawa tengah,kabupaten wonogiri,1,1,97477.00
2024,7,shopee,lampung,kabupaten lampung barat,1,1,97455.00
2024,12,shopee,nusa tenggara barat (ntb),kabupaten sumbawa,1,1,97420.00
2024,6,shopee,sumatera selatan,kota lubuk linggau,1,1,97356.00
2024,4,tiktok,jawa tengah,kabupaten purbalingga,1,1,97327.00
2024,5,tiktok,jawa timur,kabupaten madiun,1,1,97316.00
2024,9,shopee,jawa timur,kota madiun,2,2,97157.00
2024,4,shopee,jawa tengah,kabupaten karanganyar,1,1,97150.00
2024,9,shopee,sumatera selatan,kabupaten empat lawang,1,1,97142.00
2024,8,shopee,lampung,kabupaten pringsewu,1,1,97109.00
2024,4,tiktok,jawa barat,kabupaten bandung,1,1,97040.00
2024,7,shopee,sulawesi selatan,kabupaten luwu timur,1,1,96888.00
2024,3,tiktok,jawa timur,kabupaten kediri,1,1,96860.00
2024,7,shopee,jambi,kabupaten bungo,1,1,96836.00
2024,6,shopee,kalimantan barat,kabupaten sambas,2,2,96836.00
2024,6,shopee,sumatera selatan,kabupaten musi banyuasin,1,1,96836.00
2024,5,shopee,banten,kabupaten pandeglang,2,3,96836.00
2024,5,shopee,kalimantan barat,kabupaten sanggau,1,1,96836.00
2024,6,shopee,di yogyakarta,kabupaten kulon progo,1,1,96836.00
2024,6,shopee,sulawesi tengah,kabupaten morowali,1,1,96836.00
2024,6,shopee,kalimantan barat,kabupaten kayong utara,1,1,96836.00
2024,5,shopee,lampung,kabupaten lampung selatan,1,1,96836.00
2024,6,tiktok,bali,kabupaten karangasem,1,1,96800.00
2024,12,shopee,bengkulu,kabupaten seluma,1,2,96677.00
2024,12,shopee,bangka belitung,kota pangkal pinang,1,1,96677.00
2024,7,tiktok,nusa tenggara barat (ntb),kabupaten lombok utara,1,1,96578.00
2024,5,tiktok,jawa barat,kota cirebon,1,1,96570.00
2024,12,tiktok,jawa tengah,kabupaten jepara,1,1,96397.00
2024,4,shopee,lampung,kabupaten pesawaran,1,1,96181.00
2024,7,shopee,kalimantan barat,kabupaten landak,1,1,96132.00
2024,9,tiktok,jawa timur,kabupaten pacitan,1,1,96097.00
2024,12,shopee,riau,kota pekanbaru,1,1,95987.00
2024,6,shopee,bengkulu,kabupaten lebong,1,3,95940.00
2024,4,tiktok,dki jakarta,kota jakarta utara,1,1,95800.00
2024,4,tiktok,jawa timur,kabupaten sumenep,1,1,95800.00
2024,4,shopee,kalimantan tengah,kabupaten kota waringin timur,1,1,95796.00
2024,12,shopee,sumatera selatan,kabupaten empat lawang,1,1,95720.00
2024,12,shopee,jambi,kabupaten sarolangun,1,1,95720.00
2024,12,shopee,bengkulu,kabupaten kepahiang,1,1,95720.00
2024,3,tiktok,jawa barat,kota bekasi,1,1,95718.00
2024,12,shopee,sulawesi utara,kabupaten minahasa utara,1,1,95650.00
2024,6,shopee,kalimantan barat,kabupaten bengkayang,1,2,95650.00
2024,10,tiktok,sumatera barat,kota payakumbuh,1,1,95551.00
2024,4,tiktok,jawa barat,kabupaten ciamis,1,1,95500.00
2024,5,shopee,kalimantan tengah,kabupaten kota waringin barat,1,1,95486.00
2024,6,shopee,kalimantan timur,kabupaten paser,1,1,95150.00
2024,6,shopee,lampung,kota metro,2,2,95127.00
2024,8,shopee,sulawesi tengah,kabupaten morowali,2,2,95056.00
2024,4,tiktok,banten,kota serang,1,1,94890.00
2024,12,tiktok,nanggroe aceh darussalam (nad),kabupaten aceh besar,1,1,94890.00
2024,11,tiktok,lampung,kabupaten lampung barat,1,1,94836.00
2024,8,tiktok,jawa tengah,kabupaten karanganyar,2,2,94820.00
2024,4,tiktok,jawa barat,kabupaten sumedang,1,1,94595.00
2024,12,tiktok,lampung,kabupaten lampung utara,1,1,94297.00
2024,12,tiktok,riau,kabupaten indragiri hulu,1,1,94297.00
2024,12,tiktok,jambi,kabupaten bungo,1,1,94230.00
2024,12,tiktok,bangka belitung,kabupaten bangka,1,1,94230.00
2024,6,shopee,nanggroe aceh darussalam (nad),kota banda aceh,1,1,94195.00
2024,3,tiktok,bali,kota denpasar,1,1,94190.00
2024,7,shopee,kalimantan barat,kabupaten kayong utara,1,1,93971.00
2024,12,tiktok,jawa tengah,kabupaten sukoharjo,1,1,93927.00
2024,12,shopee,jawa tengah,kota salatiga,1,1,93800.00
2024,12,shopee,jawa timur,kabupaten pamekasan,1,1,93750.00
2024,4,shopee,kepulauan riau,kabupaten karimun,1,1,93664.00
